timestamp_s,laser_power_w,T1_cut_zone_c,T2_structure_c,T3_spindle_c
17.36,400,342.8,120.12,40.89
17.46,400,345.58,121.74,41.03
17.56,400,344.26,120.71,40.96
17.66,400,343.9,120.77,40.95
17.76,400,347.81,120.39,41.14
17.86,400,346.9,121.29,41.09
17.96,400,342.21,120.32,40.86
18.06,400,347.16,121.83,41.11
18.16,400,345.08,122.09,41.0
18.26,400,348.49,121.88,41.17
18.36,400,351.78,123.36,41.34
18.46,400,350.85,123.34,41.29
18.56,400,345.49,121.98,41.02
18.66,400,349.38,122.46,41.22
18.76,400,352.35,122.85,41.37
18.86,400,351.57,123.35,41.33
18.96,400,351.28,123.13,41.31
19.06,400,348.57,121.47,41.18
19.16,400,349.89,122.65,41.24
19.26,400,360.09,125.66,41.75
19.36,400,352.71,123.28,41.39
19.46,400,355.37,124.47,41.52
19.57,400,351.51,123.46,41.33
19.67,400,354.14,124.15,41.46
19.77,400,350.57,121.89,41.28
19.87,400,356.14,123.44,41.56
19.97,400,356.11,124.5,41.56
20.07,400,355.99,124.47,41.55
20.17,400,356.59,124.7,41.58
20.27,400,355.61,124.17,41.53
20.37,400,362.64,126.86,41.88
20.47,400,358.35,125.2,41.67
20.57,400,356.02,124.42,41.55
20.67,400,357.33,125.17,41.62
20.77,400,356.33,123.22,41.57
20.87,400,357.37,125.06,41.62
20.97,400,363.74,127.13,41.94
21.07,400,357.19,124.55,41.61
21.17,400,357.57,124.68,41.63
21.27,400,358.0,124.08,41.65
21.37,400,360.99,125.9,41.8
21.47,400,360.07,125.7,41.75
21.57,400,364.79,126.99,41.99
21.67,400,360.27,126.01,41.76
21.77,400,358.04,125.29,41.65
21.87,400,360.07,125.11,41.75
21.97,400,362.13,126.97,41.86
22.07,400,360.71,126.19,41.79
22.17,400,363.24,125.78,41.91
22.27,400,364.59,126.47,41.98
22.37,400,360.1,125.13,41.75
22.47,400,361.86,126.35,41.84
22.58,400,362.12,126.88,41.86
22.68,400,364.29,126.43,41.96
22.78,400,362.44,126.35,41.87
22.88,400,360.31,124.51,41.77
22.98,400,362.86,126.67,41.89
23.08,400,365.24,127.08,42.01
23.18,400,364.71,125.82,41.99
23.28,400,364.73,126.03,41.99
23.38,400,367.3,127.68,42.11
23.48,400,365.69,127.41,42.03
23.58,400,366.75,127.64,42.09
23.68,400,367.04,127.32,42.1
23.78,400,363.9,126.84,41.95
23.88,400,369.7,128.91,42.23
23.98,400,366.6,127.79,42.08
24.08,400,366.38,127.6,42.07
24.18,400,366.26,127.45,42.06
24.28,400,371.7,129.4,42.34
24.38,400,370.91,128.39,42.3
24.48,400,366.75,127.51,42.09
24.58,400,369.45,128.23,42.22
24.68,400,370.57,128.4,42.28
24.78,400,371.47,129.42,42.32
24.88,400,366.72,127.81,42.09
24.98,400,368.7,128.62,42.19
25.08,400,368.27,128.14,42.16
25.18,400,370.63,127.31,42.28
25.28,400,365.97,127.36,42.05
25.38,400,369.67,128.91,42.23
25.48,400,370.57,128.03,42.28
25.59,400,370.96,128.41,42.3
25.69,400,370.02,128.25,42.25
25.79,400,371.36,128.2,42.32
25.89,400,368.6,126.97,42.18
25.99,400,375.31,129.59,42.52
26.09,400,369.46,127.76,42.22
26.19,400,370.08,128.3,42.25
26.29,400,372.76,129.42,42.39
26.39,400,372.36,128.91,42.37
26.49,400,371.72,129.63,42.34
26.59,400,371.99,129.25,42.35
26.69,400,368.13,128.2,42.16
26.79,400,372.87,130.0,42.39
26.89,400,367.0,127.61,42.1
26.99,400,372.41,129.26,42.37
27.09,400,371.54,129.06,42.33
27.19,400,374.35,129.82,42.47
27.29,400,372.5,129.14,42.38
27.39,400,372.46,129.25,42.37
27.49,400,371.94,128.08,42.35
27.59,400,376.23,129.48,42.56
27.69,400,373.42,128.86,42.42
27.79,400,373.22,128.97,42.41
27.89,400,373.84,129.22,42.44
27.99,400,371.47,129.08,42.32
28.09,400,376.86,130.72,42.59
28.19,400,374.54,129.32,42.48
28.29,400,374.29,129.99,42.46
28.39,400,373.28,129.91,42.41
28.49,400,374.62,130.05,42.48
28.6,400,373.84,129.39,42.44
28.7,400,375.39,130.29,42.52
28.8,400,375.77,129.7,42.54
28.9,400,373.73,129.59,42.44
29.0,400,371.6,129.48,42.33
29.1,400,376.06,130.32,42.55
29.2,400,374.12,130.12,42.46
29.3,400,375.11,130.96,42.51
29.4,400,376.56,129.7,42.58
29.5,400,377.34,130.41,42.62
29.6,400,374.95,129.84,42.5
29.7,400,375.84,130.35,42.54
29.8,400,377.74,131.02,42.64
29.9,400,374.87,129.26,42.49
30.0,400,374.81,130.1,42.49
0.0,600,26.62,26.36,25.08
0.1,600,28.92,26.19,25.2
0.2,600,37.8,28.61,25.64
0.3,600,45.1,30.88,26.01
0.4,600,50.77,32.38,26.29
0.5,600,58.5,35.55,26.67
0.6,600,67.29,37.4,27.11
0.7,600,68.16,37.79,27.16
0.8,600,74.76,40.41,27.49
0.9,600,80.88,41.77,27.79
1.0,600,85.85,43.05,28.04
1.1,600,94.85,46.69,28.49
1.2,600,98.95,47.34,28.7
1.3,600,101.97,47.46,28.85
1.4,600,110.21,50.28,29.26
1.51,600,118.35,53.29,29.67
1.61,600,119.84,53.69,29.74
1.71,600,126.33,56.29,30.07
1.81,600,134.63,57.93,30.48
1.91,600,139.02,59.16,30.7
2.01,600,144.68,60.53,30.98
2.11,600,151.4,63.02,31.32
2.21,600,156.58,64.41,31.58
2.31,600,161.55,65.55,31.83
2.41,600,172.36,68.82,32.37
2.51,600,169.32,68.75,32.22
2.61,600,177.6,70.35,32.63
2.71,600,176.66,69.77,32.58
2.81,600,182.8,71.92,32.89
2.91,600,189.19,74.74,33.21
3.01,600,196.36,76.07,33.57
3.11,600,199.9,77.88,33.74
3.21,600,206.19,79.24,34.06
3.31,600,206.4,79.76,34.07
3.41,600,215.36,81.81,34.52
3.51,600,220.62,84.51,34.78
3.61,600,220.54,82.84,34.78
3.71,600,224.16,84.54,34.96
3.81,600,230.64,85.82,35.28
3.91,600,238.62,90.22,35.68
4.01,600,236.44,87.47,35.57
4.11,600,241.62,90.16,35.83
4.21,600,248.68,92.42,36.18
4.31,600,249.55,91.35,36.23
4.41,600,254.9,94.36,36.5
4.52,600,257.14,94.74,36.61
4.62,600,261.99,95.94,36.85
4.72,600,263.05,96.55,36.9
4.82,600,266.26,98.04,37.06
4.92,600,270.98,99.0,37.3
5.02,600,274.96,100.14,37.5
5.12,600,279.59,101.61,37.73
5.22,600,281.98,101.24,37.85
5.32,600,286.5,103.24,38.08
5.42,600,287.52,103.37,38.13
5.52,600,290.6,104.7,38.28
5.62,600,296.57,106.44,38.58
5.72,600,305.86,109.3,39.04
5.82,600,304.7,109.19,38.98
5.92,600,306.92,109.24,39.1
6.02,600,312.17,111.63,39.36
6.12,600,307.75,109.71,39.14
6.22,600,316.03,111.99,39.55
6.32,600,322.29,113.88,39.86
6.42,600,324.59,114.57,39.98
6.52,600,325.06,115.34,40.0
6.62,600,327.37,115.59,40.12
6.72,600,329.58,115.89,40.23
6.82,600,336.14,118.6,40.56
6.92,600,335.28,117.45,40.51
7.02,600,345.49,120.79,41.02
7.12,600,341.45,120.15,40.82
7.22,600,344.4,120.6,40.97
7.32,600,350.47,123.1,41.27
7.42,600,350.98,123.43,41.3
7.53,600,353.75,123.46,41.44
7.63,600,356.65,124.3,41.58
7.73,600,360.31,125.69,41.77
7.83,600,360.27,125.63,41.76
7.93,600,363.27,126.15,41.91
8.03,600,366.57,127.94,42.08
8.13,600,369.87,129.05,42.24
8.23,600,374.88,129.91,42.49
8.33,600,372.95,128.95,42.4
8.43,600,377.09,131.02,42.6
8.53,600,382.05,131.42,42.85
8.63,600,383.05,132.91,42.9
8.73,600,388.37,134.06,43.17
8.83,600,385.69,132.41,43.03
8.93,600,386.43,132.84,43.07
9.03,600,388.18,133.47,43.16
9.13,600,389.31,134.21,43.22
9.23,600,395.3,136.43,43.51
9.33,600,396.46,136.93,43.57
9.43,600,400.88,136.97,43.79
9.53,600,400.28,136.92,43.76
9.63,600,400.91,137.83,43.8
9.73,600,404.64,139.59,43.98
9.83,600,410.98,140.97,44.3
9.93,600,408.47,139.94,44.17
10.03,600,410.78,140.99,44.29
10.13,600,411.26,141.14,44.31
10.23,600,414.14,142.24,44.46
10.33,600,419.23,144.11,44.71
10.43,600,418.04,142.21,44.65
10.54,600,416.81,142.37,44.59
10.64,600,419.15,142.39,44.71
10.74,600,423.07,143.9,44.9
10.84,600,426.91,146.51,45.1
10.94,600,426.82,145.68,45.09
11.04,600,425.83,145.32,45.04
11.14,600,429.28,145.71,45.21
11.24,600,428.64,146.87,45.18
11.34,600,430.79,146.11,45.29
11.44,600,435.67,148.32,45.53
11.54,600,437.85,148.88,45.64
11.64,600,437.07,148.98,45.6
11.74,600,440.81,149.0,45.79
11.84,600,445.19,150.86,46.01
11.94,600,445.41,150.38,46.02
12.04,600,442.65,149.99,45.88
12.14,600,445.14,151.53,46.01
12.24,600,444.76,150.99,45.99
12.34,600,447.44,151.97,46.12
12.44,600,451.32,152.6,46.32
12.54,600,456.77,154.49,46.59
12.64,600,455.92,153.6,46.55
12.74,600,454.87,153.99,46.49
12.84,600,456.77,154.34,46.59
12.94,600,456.19,152.79,46.56
13.04,600,458.04,154.44,46.65
13.14,600,459.99,155.91,46.75
13.24,600,466.24,157.62,47.06
13.34,600,465.13,157.34,47.01
13.44,600,465.82,157.53,47.04
13.55,600,465.1,156.86,47.0
13.65,600,467.53,158.65,47.13
13.75,600,469.66,159.19,47.23
13.85,600,466.71,157.64,47.09
13.95,600,471.3,159.14,47.32
14.05,600,468.93,157.25,47.2
14.15,600,468.6,157.87,47.18
14.25,600,478.69,161.21,47.68
14.35,600,472.71,159.48,47.39
14.45,600,475.65,160.28,47.53
14.55,600,476.46,159.79,47.57
14.65,600,477.4,161.07,47.62
14.75,600,480.15,162.15,47.76
14.85,600,478.47,161.57,47.67
14.95,600,481.79,162.14,47.84
15.05,600,485.21,163.0,48.01
15.15,600,484.26,163.1,47.96
15.25,600,486.07,163.74,48.05
15.35,600,488.36,164.28,48.17
15.45,600,485.9,164.51,48.04
15.55,600,487.7,164.01,48.13
15.65,600,487.24,162.6,48.11
15.75,600,488.13,163.99,48.16
15.85,600,491.69,165.04,48.33
15.95,600,493.15,165.96,48.41
16.05,600,494.45,165.86,48.47
16.15,600,493.55,165.48,48.43
16.25,600,492.53,165.99,48.38
16.35,600,492.68,165.29,48.38
16.45,600,496.49,165.4,48.57
16.56,600,498.38,166.86,48.67
16.66,600,498.2,166.81,48.66
16.76,600,495.52,166.27,48.53
16.86,600,499.63,167.91,48.73
16.96,600,501.19,167.04,48.81
17.06,600,503.25,168.89,48.91
17.16,600,503.38,168.78,48.92
17.26,600,501.22,168.16,48.81
17.36,600,502.68,169.77,48.88
17.46,600,503.71,168.08,48.94
17.56,600,504.26,169.52,48.96
17.66,600,504.55,167.67,48.98
17.76,600,509.37,170.5,49.22
17.86,600,506.17,169.73,49.06
17.96,600,506.04,168.75,49.05
18.06,600,510.5,170.41,49.28
18.16,600,510.36,170.64,49.27
18.26,600,511.66,171.08,49.33
18.36,600,506.59,169.84,49.08
18.46,600,510.41,171.09,49.27
18.56,600,512.26,171.91,49.36
18.66,600,512.06,170.11,49.35
18.76,600,512.7,171.59,49.39
18.86,600,513.3,171.28,49.42
18.96,600,517.57,172.72,49.63
19.06,600,517.36,172.8,49.62
19.16,600,512.98,170.94,49.4
19.26,600,515.86,172.43,49.54
19.36,600,515.47,171.45,49.52
19.46,600,515.66,171.96,49.53
19.57,600,516.51,172.18,49.58
19.67,600,522.59,174.44,49.88
19.77,600,517.8,172.85,49.64
19.87,600,523.16,174.79,49.91
19.97,600,520.36,172.95,49.77
20.07,600,517.72,172.66,49.64
20.17,600,521.45,173.14,49.82
20.27,600,519.53,173.36,49.73
20.37,600,518.3,172.15,49.67
20.47,600,523.16,174.75,49.91
20.57,600,524.42,175.34,49.97
20.67,600,527.46,176.2,50.12
20.77,600,524.28,175.87,49.96
20.87,600,528.68,176.59,50.18
20.97,600,524.19,174.98,49.96
21.07,600,522.12,173.99,49.86
21.17,600,521.81,173.85,49.84
21.27,600,529.32,176.33,50.22
21.37,600,530.98,176.82,50.3
21.47,600,528.42,175.9,50.17
21.57,600,529.74,176.43,50.24
21.67,600,531.54,177.79,50.33
21.77,600,530.33,176.06,50.27
21.87,600,531.15,177.55,50.31
21.97,600,531.78,177.21,50.34
22.07,600,532.79,178.02,50.39
22.17,600,526.11,176.12,50.06
22.27,600,533.31,177.76,50.42
22.37,600,531.06,176.96,50.3
22.47,600,533.8,176.93,50.44
22.58,600,534.49,177.91,50.47
22.68,600,536.33,178.77,50.57
22.78,600,533.44,177.59,50.42
22.88,600,535.46,178.24,50.52
22.98,600,535.66,177.87,50.53
23.08,600,532.45,176.98,50.37
23.18,600,532.46,176.88,50.37
23.28,600,536.4,177.63,50.57
23.38,600,533.6,177.98,50.43
23.48,600,535.36,178.13,50.52
23.58,600,534.31,177.3,50.47
23.68,600,536.53,179.3,50.58
23.78,600,538.37,178.2,50.67
23.88,600,538.72,179.61,50.69
23.98,600,539.55,178.78,50.73
24.08,600,538.37,180.1,50.67
24.18,600,536.97,178.79,50.6
24.28,600,537.66,178.19,50.63
24.38,600,538.62,179.63,50.68
24.48,600,542.13,179.73,50.86
24.58,600,539.18,178.84,50.71
24.68,600,536.28,178.72,50.56
24.78,600,543.86,181.44,50.94
24.88,600,540.12,180.23,50.76
24.98,600,543.53,180.42,50.93
25.08,600,541.64,179.84,50.83
25.18,600,542.42,181.17,50.87
25.28,600,540.39,179.05,50.77
25.38,600,544.27,180.85,50.96
25.48,600,539.03,178.74,50.7
25.59,600,541.43,179.66,50.82
25.69,600,544.01,181.24,50.95
25.79,600,543.32,180.61,50.92
25.89,600,542.42,180.77,50.87
25.99,600,546.86,181.47,51.09
26.09,600,542.96,181.46,50.9
26.19,600,546.56,181.06,51.08
26.29,600,541.57,179.86,50.83
26.39,600,547.61,181.55,51.13
26.49,600,544.97,180.78,51.0
26.59,600,547.01,182.34,51.1
26.69,600,543.43,180.43,50.92
26.79,600,545.79,180.97,51.04
26.89,600,544.04,181.16,50.95
26.99,600,546.98,181.99,51.1
27.09,600,549.93,182.34,51.25
27.19,600,548.21,181.8,51.16
27.29,600,547.18,181.86,51.11
27.39,600,547.25,180.96,51.11
27.49,600,550.81,182.86,51.29
27.59,600,545.72,180.16,51.04
27.69,600,548.18,182.33,51.16
27.79,600,550.46,183.24,51.27
27.89,600,547.89,182.23,51.14
27.99,600,545.77,181.35,51.04
28.09,600,550.89,182.51,51.29
28.19,600,548.94,182.28,51.2
28.29,600,549.74,183.21,51.24
28.39,600,547.49,182.46,51.12
28.49,600,547.35,181.42,51.12
28.6,600,548.49,182.05,51.17
28.7,600,549.24,182.56,51.21
28.8,600,550.44,183.78,51.27
28.9,600,551.37,182.83,51.32
29.0,600,551.53,183.3,51.33
29.1,600,550.58,182.16,51.28
29.2,600,549.53,182.49,51.23
29.3,600,552.98,183.68,51.4
29.4,600,551.31,183.22,51.32
29.5,600,550.67,182.88,51.28
29.6,600,554.67,184.51,51.48
29.7,600,554.71,183.77,51.49
29.8,600,552.56,182.81,51.38
29.9,600,554.16,183.58,51.46
30.0,600,549.84,182.25,51.24
0.0,800,25.68,24.14,25.03
0.1,800,31.31,27.43,25.32
0.2,800,43.2,30.48,25.91
0.3,800,48.54,32.9,26.18
0.4,800,62.46,36.63,26.87
0.5,800,66.71,37.84,27.09
0.6,800,79.65,41.27,27.73
0.7,800,85.19,42.86,28.01
0.8,800,95.1,45.95,28.51
0.9,800,101.39,47.23,28.82
1.0,800,106.71,50.02,29.09
1.1,800,121.1,54.3,29.8
1.2,800,128.6,55.85,30.18
1.3,800,133.39,57.74,30.42
1.4,800,140.78,60.61,30.79
1.51,800,145.98,61.05,31.05
1.61,800,155.37,63.8,31.52
1.71,800,165.1,66.07,32.0
1.81,800,172.93,69.87,32.4
1.91,800,178.45,71.77,32.67
2.01,800,189.59,74.51,33.23
2.11,800,193.34,75.74,33.42
2.21,800,199.82,77.24,33.74
2.31,800,204.16,79.1,33.96
2.41,800,211.28,81.4,34.31
2.51,800,220.56,83.49,34.78
2.61,800,226.26,85.46,35.06
2.71,800,231.74,87.64,35.34
2.81,800,238.49,89.21,35.67
2.91,800,240.85,90.1,35.79
3.01,800,248.09,91.79,36.15
3.11,800,260.35,96.55,36.77
3.21,800,262.44,95.65,36.87
3.31,800,270.02,98.36,37.25
3.41,800,275.84,99.63,37.54
3.51,800,283.25,103.3,37.91
3.61,800,283.91,102.34,37.95
3.71,800,291.13,105.26,38.31
3.81,800,294.23,105.93,38.46
3.91,800,303.28,108.14,38.91
4.01,800,310.64,109.77,39.28
4.11,800,311.94,110.74,39.35
4.21,800,321.46,113.82,39.82
4.31,800,323.68,114.9,39.93
4.41,800,329.61,116.12,40.23
4.52,800,335.14,118.27,40.51
4.62,800,346.24,120.88,41.06
4.72,800,346.45,121.41,41.07
4.82,800,350.36,123.42,41.27
4.92,800,357.34,125.1,41.62
5.02,800,359.75,125.06,41.74
5.12,800,366.04,127.23,42.05
5.22,800,369.05,128.61,42.2
5.32,800,372.46,128.94,42.37
5.42,800,381.06,131.84,42.8
5.52,800,385.38,132.75,43.02
5.62,800,389.96,134.2,43.25
5.72,800,395.72,136.68,43.54
5.82,800,398.33,137.83,43.67
5.92,800,402.44,137.99,43.87
6.02,800,409.13,140.48,44.21
6.12,800,412.69,141.46,44.38
6.22,800,416.76,142.17,44.59
6.32,800,416.04,141.68,44.55
6.42,800,424.16,143.84,44.96
6.52,800,423.11,143.8,44.91
6.62,800,431.1,147.13,45.31
6.72,800,432.94,147.85,45.4
6.82,800,439.08,149.91,45.7
6.92,800,444.15,150.48,45.96
7.02,800,446.45,151.43,46.07
7.12,800,450.7,152.89,46.29
7.22,800,453.52,153.99,46.43
7.32,800,457.23,155.12,46.61
7.42,800,460.77,155.73,46.79
7.53,800,466.09,157.88,47.05
7.63,800,470.23,158.97,47.26
7.73,800,470.79,158.92,47.29
7.83,800,474.95,159.19,47.5
7.93,800,475.77,161.07,47.54
8.03,800,481.22,160.53,47.81
8.13,800,484.39,162.98,47.97
8.23,800,485.43,164.34,48.02
8.33,800,493.33,165.99,48.42
8.43,800,493.88,165.98,48.44
8.53,800,499.06,167.54,48.7
8.63,800,499.13,167.42,48.71
8.73,800,503.78,168.86,48.94
8.83,800,504.45,169.05,48.97
8.93,800,509.51,170.55,49.23
9.03,800,512.84,170.71,49.39
9.13,800,517.04,173.06,49.6
9.23,800,515.52,172.18,49.53
9.33,800,519.32,173.14,49.72
9.43,800,525.81,175.58,50.04
9.53,800,530.51,176.77,50.28
9.63,800,527.05,175.74,50.1
9.73,800,527.09,176.58,50.1
9.83,800,535.13,178.32,50.51
9.93,800,537.52,178.39,50.63
10.03,800,539.56,179.03,50.73
10.13,800,541.33,180.12,50.82
10.23,800,542.46,181.1,50.87
10.33,800,545.22,181.52,51.01
10.43,800,548.52,181.48,51.18
10.54,800,552.98,183.51,51.4
10.64,800,554.15,183.75,51.46
10.74,800,555.72,184.46,51.54
10.84,800,558.33,185.03,51.67
10.94,800,563.81,186.0,51.94
11.04,800,562.73,186.0,51.89
11.14,800,564.53,186.2,51.98
11.24,800,567.79,187.93,52.14
11.34,800,570.3,187.81,52.27
11.44,800,574.05,190.07,52.45
11.54,800,574.98,189.5,52.5
11.64,800,575.25,191.05,52.51
11.74,800,582.47,192.48,52.87
11.84,800,579.29,191.92,52.71
11.94,800,583.5,193.39,52.92
12.04,800,584.02,192.94,52.95
12.14,800,586.74,193.9,53.09
12.24,800,587.86,194.32,53.14
12.34,800,590.29,194.15,53.26
12.44,800,594.11,195.85,53.46
12.54,800,590.67,194.68,53.28
12.64,800,596.95,196.68,53.6
12.74,800,602.66,197.98,53.88
12.84,800,600.38,196.77,53.77
12.94,800,599.32,197.01,53.72
13.04,800,603.73,198.52,53.94
13.14,800,607.02,199.97,54.1
13.24,800,609.49,200.27,54.22
13.34,800,610.18,200.2,54.26
13.44,800,611.61,201.22,54.33
13.55,800,611.56,199.37,54.33
13.65,800,612.91,202.66,54.4
13.75,800,615.65,201.88,54.53
13.85,800,617.66,203.35,54.63
13.95,800,619.71,203.31,54.74
14.05,800,618.05,202.77,54.65
14.15,800,619.78,203.61,54.74
14.25,800,626.7,206.03,55.08
14.35,800,624.02,204.21,54.95
14.45,800,623.91,204.89,54.95
14.55,800,629.3,206.68,55.22
14.65,800,630.3,205.98,55.26
14.75,800,627.22,206.22,55.11
14.85,800,630.8,207.68,55.29
14.95,800,629.66,205.84,55.23
15.05,800,633.38,207.64,55.42
15.15,800,637.94,208.6,55.65
15.25,800,639.15,208.59,55.71
15.35,800,638.29,208.37,55.66
15.45,800,639.5,209.02,55.72
15.55,800,642.51,211.96,55.88
15.65,800,640.45,209.52,55.77
15.75,800,645.82,211.27,56.04
15.85,800,648.54,211.54,56.18
15.95,800,648.49,211.65,56.17
16.05,800,649.8,212.51,56.24
16.15,800,649.87,212.16,56.24
16.25,800,646.87,211.0,56.09
16.35,800,653.15,213.3,56.41
16.45,800,654.37,213.14,56.47
16.56,800,655.33,214.59,56.52
16.66,800,650.77,212.88,56.29
16.76,800,660.18,215.17,56.76
16.86,800,659.4,215.33,56.72
16.96,800,660.21,215.36,56.76
17.06,800,658.03,214.69,56.65
17.16,800,659.92,215.17,56.75
17.26,800,659.94,216.03,56.75
17.36,800,661.58,215.36,56.83
17.46,800,661.89,216.3,56.84
17.56,800,660.32,215.84,56.77
17.66,800,667.21,218.29,57.11
17.76,800,665.89,216.85,57.04
17.86,800,668.09,217.99,57.15
17.96,800,671.33,218.92,57.32
18.06,800,668.81,217.47,57.19
18.16,800,670.18,218.59,57.26
18.26,800,673.89,219.72,57.44
18.36,800,675.14,220.66,57.51
18.46,800,671.82,218.47,57.34
18.56,800,672.98,219.27,57.4
18.66,800,673.52,219.9,57.43
18.76,800,677.35,221.31,57.62
18.86,800,677.42,220.51,57.62
18.96,800,678.53,220.6,57.68
19.06,800,678.85,220.77,57.69
19.16,800,681.69,220.68,57.83
19.26,800,681.9,222.51,57.84
19.36,800,680.93,221.95,57.8
19.46,800,682.22,222.81,57.86
19.57,800,685.91,223.28,58.05
19.67,800,686.64,223.17,58.08
19.77,800,684.97,223.21,58.0
19.87,800,682.38,222.38,57.87
19.97,800,684.32,223.19,57.97
20.07,800,684.61,222.0,57.98
20.17,800,684.52,222.87,57.98
20.27,800,688.46,224.21,58.17
20.37,800,687.03,224.0,58.1
20.47,800,688.16,223.84,58.16
20.57,800,691.91,224.99,58.35
20.67,800,686.88,223.92,58.09
20.77,800,691.32,224.7,58.32
20.87,800,694.56,225.55,58.48
20.97,800,693.95,225.75,58.45
21.07,800,698.49,226.15,58.67
21.17,800,694.33,225.97,58.47
21.27,800,696.77,226.32,58.59
21.37,800,693.94,226.37,58.45
21.47,800,694.97,226.13,58.5
21.57,800,696.33,226.59,58.57
21.67,800,694.35,225.53,58.47
21.77,800,697.53,226.81,58.63
21.87,800,700.42,227.88,58.77
21.97,800,699.96,227.46,58.75
22.07,800,701.9,227.77,58.85
22.17,800,699.76,226.68,58.74
22.27,800,698.42,227.45,58.67
22.37,800,700.97,226.86,58.8
22.47,800,701.53,227.84,58.83
22.58,800,699.89,227.63,58.74
22.68,800,702.15,228.15,58.86
22.78,800,705.1,228.72,59.0
22.88,800,705.89,229.13,59.04
22.98,800,703.73,229.26,58.94
23.08,800,705.51,228.95,59.03
23.18,800,705.02,229.11,59.0
23.28,800,702.85,228.68,58.89
23.38,800,706.23,228.72,59.06
23.48,800,704.84,229.38,58.99
23.58,800,704.67,229.97,58.98
23.68,800,705.53,229.26,59.03
23.78,800,703.03,228.37,58.9
23.88,800,707.54,230.0,59.13
23.98,800,709.42,230.15,59.22
24.08,800,713.77,232.01,59.44
24.18,800,708.45,230.2,59.17
24.28,800,704.57,228.57,58.98
24.38,800,713.25,231.18,59.41
24.48,800,711.47,230.35,59.32
24.58,800,713.17,231.49,59.41
24.68,800,712.01,231.55,59.35
24.78,800,715.69,232.59,59.53
24.88,800,709.35,230.48,59.22
24.98,800,713.74,231.03,59.44
25.08,800,710.37,230.38,59.27
25.18,800,713.38,231.46,59.42
25.28,800,712.9,231.42,59.39
25.38,800,715.33,231.93,59.52
25.48,800,715.88,231.94,59.54
25.59,800,712.34,231.17,59.37
25.69,800,717.6,234.1,59.63
25.79,800,711.95,230.8,59.35
25.89,800,714.81,232.05,59.49
25.99,800,715.16,232.08,59.51
26.09,800,719.24,232.87,59.71
26.19,800,717.46,233.52,59.62
26.29,800,719.72,232.58,59.74
26.39,800,722.44,233.86,59.87
26.49,800,719.23,233.04,59.71
26.59,800,718.05,232.54,59.65
26.69,800,720.52,233.24,59.78
26.79,800,717.09,232.32,59.6
26.89,800,719.92,232.45,59.75
26.99,800,721.82,233.66,59.84
27.09,800,721.99,234.76,59.85
27.19,800,721.48,234.19,59.82
27.29,800,720.25,233.22,59.76
27.39,800,717.66,232.68,59.63
27.49,800,720.65,232.49,59.78
27.59,800,722.57,235.01,59.88
27.69,800,723.12,234.99,59.91
27.79,800,722.06,233.59,59.85
27.89,800,723.01,234.21,59.9
27.99,800,720.88,234.26,59.79
28.09,800,723.76,234.28,59.94
28.19,800,724.08,234.63,59.95
28.29,800,725.19,235.84,60.01
28.39,800,722.99,233.78,59.9
28.49,800,727.24,236.85,60.11
28.6,800,723.52,234.08,59.93
28.7,800,722.59,234.26,59.88
28.8,800,725.46,234.99,60.02
28.9,800,727.16,235.22,60.11
29.0,800,724.55,234.22,59.98
29.1,800,728.75,236.64,60.19
29.2,800,728.82,235.71,60.19
29.3,800,729.12,236.37,60.21
29.4,800,728.12,236.21,60.16
29.5,800,726.28,235.28,60.06
29.6,800,724.07,234.43,59.95
29.7,800,726.91,234.98,60.1
29.8,800,727.78,236.46,60.14
29.9,800,726.82,235.05,60.09
30.0,800,726.32,235.48,60.07
