timestamp_s,laser_power_w,T1_cut_zone_c,Fx_n,Fy_n,Fz_n
1.323,400,385.0,369.93,202.01,537.26
1.333,400,385.0,365.16,197.71,522.21
1.343,400,385.0,365.75,202.04,528.74
1.353,400,385.0,358.42,200.83,524.57
1.363,400,385.0,363.98,200.43,533.27
1.373,400,385.0,368.38,199.29,527.23
1.383,400,385.0,372.92,201.22,541.32
1.393,400,385.0,373.96,204.79,546.6
1.403,400,385.0,370.27,206.29,535.87
1.413,400,385.0,371.1,202.59,543.47
1.423,400,385.0,370.54,195.36,534.57
1.433,400,385.0,364.92,200.39,531.32
1.443,400,385.0,368.05,201.39,536.58
1.453,400,385.0,364.34,203.37,528.76
1.463,400,385.0,362.95,199.47,536.63
1.473,400,385.0,361.8,190.08,536.57
1.483,400,385.0,370.71,203.05,547.06
1.493,400,385.0,371.37,195.69,536.23
1.503,400,385.0,367.58,200.29,534.31
1.513,400,385.0,359.04,195.49,525.99
1.523,400,385.0,360.35,196.88,524.8
1.533,400,385.0,369.04,197.9,539.76
1.543,400,385.0,362.32,195.79,530.95
1.553,400,385.0,366.36,204.21,537.13
1.563,400,385.0,359.1,199.94,535.86
1.573,400,385.0,368.03,203.87,540.07
1.583,400,385.0,360.02,199.13,525.75
1.593,400,385.0,366.04,200.04,533.87
1.603,400,385.0,361.72,199.21,533.59
1.613,400,385.0,369.49,208.62,540.6
1.623,400,385.0,365.74,202.26,534.21
1.633,400,385.0,360.05,198.68,523.32
1.643,400,385.0,364.91,205.83,532.92
1.653,400,385.0,380.07,200.81,545.8
1.663,400,385.0,369.92,200.12,537.13
1.673,400,385.0,365.11,197.02,533.02
1.683,400,385.0,368.52,201.81,538.3
1.693,400,385.0,364.36,196.49,531.29
1.703,400,385.0,368.93,202.37,529.4
1.713,400,385.0,365.98,204.0,531.4
1.723,400,385.0,369.84,202.82,538.53
1.733,400,385.0,363.44,198.0,530.59
1.743,400,385.0,373.32,203.19,533.23
1.754,400,385.0,365.74,199.25,538.13
1.764,400,385.0,362.59,201.78,527.32
1.774,400,385.0,359.41,207.67,527.53
1.784,400,385.0,367.26,203.92,532.11
1.794,400,385.0,362.43,195.77,524.32
1.804,400,385.0,360.25,195.01,528.38
1.814,400,385.0,363.91,203.14,525.5
1.824,400,385.0,367.1,197.9,539.28
1.834,400,385.0,363.66,201.22,539.66
1.844,400,385.0,370.4,199.93,537.93
1.854,400,385.0,368.01,202.64,539.66
1.864,400,385.0,362.15,198.86,525.1
1.874,400,385.0,369.64,198.59,530.15
1.884,400,385.0,364.05,198.09,530.66
1.894,400,385.0,356.26,195.13,524.78
1.904,400,385.0,367.23,198.88,533.14
1.914,400,385.0,360.36,202.17,539.84
1.924,400,385.0,367.31,196.6,535.41
1.934,400,385.0,357.44,198.81,531.04
1.944,400,385.0,365.36,197.33,537.58
1.954,400,385.0,367.22,199.89,536.27
1.964,400,385.0,369.14,199.33,540.66
1.974,400,385.0,361.62,199.43,532.06
1.984,400,385.0,365.92,200.06,537.12
1.994,400,385.0,371.99,199.82,537.06
2.004,400,385.0,362.18,201.49,537.33
2.014,400,385.0,370.8,203.25,540.09
2.024,400,385.0,366.43,202.0,538.64
2.034,400,385.0,361.72,202.84,534.84
2.044,400,385.0,361.31,188.14,527.03
2.054,400,385.0,367.8,199.48,529.32
2.064,400,385.0,365.56,201.21,532.52
2.074,400,385.0,363.62,202.47,539.23
2.084,400,385.0,364.18,196.55,524.81
2.094,400,385.0,364.02,199.45,530.52
2.104,400,385.0,371.34,198.08,537.15
2.114,400,385.0,372.66,196.77,528.18
2.124,400,385.0,366.69,196.12,531.0
2.134,400,385.0,368.6,194.12,529.75
2.144,400,385.0,368.47,198.4,541.87
2.154,400,385.0,359.18,201.12,532.07
2.164,400,385.0,362.9,195.96,531.05
2.174,400,385.0,371.15,203.02,536.63
2.184,400,385.0,367.72,201.86,534.11
2.194,400,385.0,365.69,203.88,539.08
2.204,400,385.0,367.49,203.42,537.87
2.214,400,385.0,373.66,208.05,539.32
2.224,400,385.0,357.81,197.07,517.59
2.234,400,385.0,367.21,199.92,534.17
2.244,400,385.0,370.36,200.95,541.79
2.255,400,385.0,369.58,206.93,542.14
2.265,400,385.0,365.67,196.93,534.29
2.275,400,385.0,374.08,191.95,530.56
2.285,400,385.0,367.01,198.07,528.99
2.295,400,385.0,367.28,201.9,539.22
2.305,400,385.0,365.51,199.74,540.65
2.315,400,385.0,363.99,201.91,533.4
2.325,400,385.0,371.78,199.94,539.84
2.335,400,385.0,368.72,204.03,529.75
2.345,400,385.0,357.54,199.82,525.82
2.355,400,385.0,361.81,193.67,532.14
2.365,400,385.0,368.35,203.23,534.88
2.375,400,385.0,370.7,207.93,542.57
2.385,400,385.0,365.83,206.28,527.18
2.395,400,385.0,363.63,199.65,531.1
2.405,400,385.0,373.18,206.13,542.11
2.415,400,385.0,362.66,197.29,530.4
2.425,400,385.0,370.36,206.42,537.53
2.435,400,385.0,368.51,201.96,543.92
2.445,400,385.0,362.08,201.75,528.75
2.455,400,385.0,365.71,205.47,541.63
2.465,400,385.0,372.32,200.53,536.43
2.475,400,385.0,367.73,201.53,539.15
2.485,400,385.0,365.27,191.78,532.57
2.495,400,385.0,371.95,203.2,533.26
2.505,400,385.0,362.89,198.37,530.32
2.515,400,385.0,372.02,204.14,538.13
2.525,400,385.0,367.98,197.17,534.56
2.535,400,385.0,368.1,201.75,535.44
2.545,400,385.0,374.31,206.93,541.65
2.555,400,385.0,363.55,202.89,534.52
2.565,400,385.0,369.78,203.04,541.52
2.575,400,385.0,366.29,195.61,529.51
2.585,400,385.0,370.7,202.03,542.08
2.595,400,385.0,364.66,196.55,532.64
2.605,400,385.0,369.57,195.57,539.49
2.615,400,385.0,366.7,200.8,537.5
2.625,400,385.0,365.34,199.1,526.42
2.635,400,385.0,354.5,199.41,523.64
2.645,400,385.0,362.6,204.34,534.69
2.655,400,385.0,377.69,204.16,540.8
2.665,400,385.0,364.92,195.62,533.56
2.675,400,385.0,371.49,198.74,534.34
2.685,400,385.0,367.2,196.1,534.18
2.695,400,385.0,363.13,196.84,537.69
2.705,400,385.0,373.45,197.3,533.08
2.715,400,385.0,367.92,205.89,533.76
2.725,400,385.0,366.52,198.54,521.01
2.735,400,385.0,363.79,199.41,533.2
2.745,400,385.0,364.64,196.68,532.3
2.756,400,385.0,368.98,193.4,531.57
2.766,400,385.0,374.42,204.2,529.09
2.776,400,385.0,362.04,196.63,524.16
2.786,400,385.0,370.73,208.16,544.73
2.796,400,385.0,358.28,195.31,535.91
2.806,400,385.0,370.12,202.36,534.02
2.816,400,385.0,371.23,201.32,537.39
2.826,400,385.0,365.48,198.25,533.85
2.836,400,385.0,363.09,193.6,534.91
2.846,400,385.0,376.02,197.75,550.22
2.856,400,385.0,367.02,200.15,532.88
2.866,400,385.0,366.72,204.02,533.74
2.876,400,385.0,369.4,203.07,537.72
2.886,400,385.0,368.28,199.4,542.03
2.896,400,385.0,368.09,197.68,535.64
2.906,400,385.0,370.74,198.71,537.73
2.916,400,385.0,360.51,193.61,526.37
2.926,400,385.0,373.02,199.89,532.78
2.936,400,385.0,354.55,199.02,519.96
2.946,400,385.0,368.69,204.37,537.06
2.956,400,385.0,370.78,203.97,533.72
2.966,400,385.0,364.15,198.35,529.26
2.976,400,385.0,365.09,197.26,524.11
2.986,400,385.0,368.39,199.83,532.0
2.996,400,385.0,366.09,204.37,534.45
3.006,400,385.0,357.24,195.6,525.16
3.016,400,385.0,361.14,204.17,541.66
3.026,400,385.0,369.47,197.08,530.94
3.036,400,385.0,370.55,203.03,534.97
3.046,400,385.0,363.33,194.31,528.53
3.056,400,385.0,373.72,200.9,537.75
3.066,400,385.0,363.13,205.47,534.57
3.076,400,385.0,375.24,198.89,539.61
3.086,400,385.0,372.53,203.94,537.71
3.096,400,385.0,367.03,201.18,534.77
3.106,400,385.0,372.05,204.62,538.44
3.116,400,385.0,355.32,195.71,520.73
3.126,400,385.0,374.26,200.21,541.55
3.136,400,385.0,363.0,189.9,526.46
3.146,400,385.0,360.4,200.89,521.33
3.156,400,385.0,373.46,192.61,531.28
3.166,400,385.0,363.54,198.93,543.24
3.176,400,385.0,376.24,201.73,545.92
3.186,400,385.0,368.0,206.64,529.6
3.196,400,385.0,371.7,208.05,542.27
3.206,400,385.0,362.93,200.09,532.32
3.216,400,385.0,384.12,206.4,546.37
3.226,400,385.0,369.66,194.85,534.83
3.236,400,385.0,370.59,197.55,543.91
3.246,400,385.0,372.68,204.31,547.12
3.257,400,385.0,367.09,200.42,537.05
3.267,400,385.0,371.45,197.02,535.78
3.277,400,385.0,359.85,202.7,534.08
3.287,400,385.0,356.66,201.04,533.06
3.297,400,385.0,367.04,203.17,532.67
3.307,400,385.0,368.74,195.56,535.47
3.317,400,385.0,373.06,194.76,540.49
3.327,400,385.0,369.27,197.53,530.4
3.337,400,385.0,373.46,204.78,543.09
3.347,400,385.0,364.34,200.72,536.61
3.357,400,385.0,379.75,201.58,540.28
3.367,400,385.0,372.21,206.78,534.44
3.377,400,385.0,374.52,208.5,544.66
3.387,400,385.0,363.3,204.39,521.31
3.397,400,385.0,374.08,200.43,543.2
3.407,400,385.0,362.63,199.32,535.84
3.417,400,385.0,365.05,202.97,537.25
3.427,400,385.0,372.83,208.23,538.62
3.437,400,385.0,360.86,199.3,532.11
3.447,400,385.0,362.8,203.81,528.24
3.457,400,385.0,353.6,201.93,531.67
3.467,400,385.0,367.58,195.63,529.29
3.477,400,385.0,364.55,196.93,529.26
3.487,400,385.0,358.5,199.49,529.12
3.497,400,385.0,366.62,202.1,531.06
3.507,400,385.0,364.1,194.77,523.83
3.517,400,385.0,369.25,196.87,529.9
3.527,400,385.0,374.94,199.62,536.84
3.537,400,385.0,372.38,202.39,534.15
3.547,400,385.0,377.1,203.5,544.53
3.557,400,385.0,373.42,200.38,537.98
3.567,400,385.0,373.26,197.98,532.18
3.577,400,385.0,366.7,201.91,539.74
3.587,400,385.0,371.79,201.33,531.46
3.597,400,385.0,366.18,203.07,526.83
3.607,400,385.0,367.96,194.9,534.51
3.617,400,385.0,357.28,194.6,524.4
3.627,400,385.0,373.8,200.72,539.84
3.637,400,385.0,364.9,200.81,530.11
3.647,400,385.0,366.48,197.84,533.17
3.657,400,385.0,373.78,201.83,543.02
3.667,400,385.0,362.66,197.46,524.12
3.677,400,385.0,367.94,200.79,532.53
3.687,400,385.0,368.2,206.19,543.06
3.697,400,385.0,373.0,197.92,535.89
3.707,400,385.0,363.92,198.82,534.52
3.717,400,385.0,370.72,198.77,535.78
3.727,400,385.0,364.42,199.93,526.12
3.737,400,385.0,361.06,196.57,529.77
3.747,400,385.0,370.61,194.13,537.04
3.758,400,385.0,359.68,195.76,526.67
3.768,400,385.0,364.35,201.07,534.85
3.778,400,385.0,367.17,198.83,528.13
3.788,400,385.0,369.8,206.72,534.29
3.798,400,385.0,369.86,205.08,538.83
3.808,400,385.0,374.45,206.06,539.16
3.818,400,385.0,362.36,202.2,526.48
3.828,400,385.0,367.24,195.54,528.53
3.838,400,385.0,361.66,199.5,520.76
3.848,400,385.0,361.93,196.78,523.09
3.858,400,385.0,370.2,201.69,533.18
3.868,400,385.0,368.57,202.6,535.03
3.878,400,385.0,365.59,200.31,535.21
3.888,400,385.0,365.03,200.66,531.27
3.898,400,385.0,367.95,197.26,539.68
3.908,400,385.0,365.96,197.94,535.21
3.918,400,385.0,361.07,199.29,528.97
3.928,400,385.0,368.0,196.7,529.16
3.938,400,385.0,357.93,193.73,529.05
3.948,400,385.0,368.18,200.08,537.93
3.958,400,385.0,362.39,201.02,525.51
3.968,400,385.0,368.31,201.51,535.89
3.978,400,385.0,372.26,203.11,532.04
3.988,400,385.0,370.63,196.52,528.56
3.998,400,385.0,368.13,194.98,532.88
4.008,400,385.0,365.11,200.37,530.85
4.018,400,385.0,364.76,203.52,531.92
4.028,400,385.0,365.74,199.28,532.25
4.038,400,385.0,373.01,202.91,540.49
4.048,400,385.0,363.65,202.82,529.57
4.058,400,385.0,375.64,197.91,535.59
4.068,400,385.0,375.92,208.31,547.77
4.078,400,385.0,372.08,203.77,535.1
4.088,400,385.0,366.63,197.99,530.35
4.098,400,385.0,361.06,198.83,526.67
4.108,400,385.0,360.79,189.75,522.97
4.118,400,385.0,363.99,197.18,536.78
4.128,400,385.0,371.01,200.98,541.28
4.138,400,385.0,355.3,198.58,526.66
4.148,400,385.0,369.18,202.51,530.61
4.158,400,385.0,361.31,200.84,528.19
4.168,400,385.0,362.97,200.33,534.79
4.178,400,385.0,368.31,207.85,532.6
4.188,400,385.0,365.71,197.46,540.67
4.198,400,385.0,362.81,199.33,539.91
4.208,400,385.0,363.53,202.91,528.59
4.218,400,385.0,371.32,204.15,549.85
4.228,400,385.0,364.46,194.96,532.11
4.238,400,385.0,369.19,198.48,542.82
4.248,400,385.0,371.98,201.04,535.39
4.259,400,385.0,371.3,201.09,539.19
4.269,400,385.0,371.11,200.75,534.47
4.279,400,385.0,361.8,197.08,528.69
4.289,400,385.0,364.97,199.6,535.58
4.299,400,385.0,365.88,198.99,531.99
4.309,400,385.0,370.11,199.73,534.8
4.319,400,385.0,370.75,205.36,531.27
4.329,400,385.0,368.32,203.79,541.19
4.339,400,385.0,371.85,207.12,535.26
4.349,400,385.0,359.8,197.79,530.26
4.359,400,385.0,361.5,193.58,522.22
4.369,400,385.0,362.2,200.1,527.94
4.379,400,385.0,357.83,200.03,529.6
4.389,400,385.0,366.78,205.18,538.65
4.399,400,385.0,373.78,207.29,551.01
4.409,400,385.0,365.86,197.89,531.46
4.419,400,385.0,370.4,198.11,546.05
4.429,400,385.0,368.05,198.8,532.13
4.439,400,385.0,371.67,203.88,542.5
4.449,400,385.0,360.2,193.33,523.52
4.459,400,385.0,362.96,195.75,537.2
4.469,400,385.0,366.13,190.64,527.95
4.479,400,385.0,361.12,196.8,526.75
4.489,400,385.0,382.77,200.63,542.34
4.499,400,385.0,369.7,198.45,541.24
4.509,400,385.0,371.9,199.36,530.89
4.519,400,385.0,366.96,201.84,524.78
4.529,400,385.0,372.05,204.93,531.89
4.539,400,385.0,365.96,196.02,538.44
4.549,400,385.0,361.76,199.88,525.8
4.559,400,385.0,362.11,201.74,538.69
4.569,400,385.0,363.6,199.89,532.56
4.579,400,385.0,369.86,202.47,540.63
4.589,400,385.0,371.85,204.56,533.99
4.599,400,385.0,364.34,193.34,532.35
4.609,400,385.0,367.61,197.72,539.53
4.619,400,385.0,370.43,207.03,538.89
4.629,400,385.0,373.16,204.4,541.66
4.639,400,385.0,368.84,203.43,539.29
4.649,400,385.0,371.71,202.4,529.3
4.659,400,385.0,371.45,200.53,544.73
4.669,400,385.0,372.31,203.73,540.81
4.679,400,385.0,370.9,202.56,538.68
4.689,400,385.0,361.24,201.41,531.29
4.699,400,385.0,365.45,204.19,532.69
4.709,400,385.0,359.01,191.66,535.0
4.719,400,385.0,357.99,197.74,528.77
4.729,400,385.0,368.16,199.48,540.78
4.739,400,385.0,370.4,203.25,539.23
4.749,400,385.0,371.23,202.43,536.06
4.76,400,385.0,371.41,207.06,545.84
4.77,400,385.0,362.17,198.7,524.22
4.78,400,385.0,367.7,194.5,532.32
4.79,400,385.0,366.62,198.83,530.87
4.8,400,385.0,367.71,199.82,538.42
4.81,400,385.0,365.62,205.92,536.2
4.82,400,385.0,375.37,200.64,536.49
4.83,400,385.0,366.68,201.72,548.09
4.84,400,385.0,367.14,196.27,538.28
4.85,400,385.0,369.54,195.68,536.04
4.86,400,385.0,368.14,203.93,536.99
4.87,400,385.0,366.93,199.55,532.06
4.88,400,385.0,368.08,198.82,541.89
4.89,400,385.0,366.79,197.92,537.28
4.9,400,385.0,365.0,199.78,536.84
4.91,400,385.0,371.46,203.93,541.95
4.92,400,385.0,364.68,198.21,529.84
4.93,400,385.0,366.31,203.45,530.41
4.94,400,385.0,369.52,203.77,534.39
4.95,400,385.0,368.59,202.62,535.25
4.96,400,385.0,374.39,208.75,536.88
4.97,400,385.0,371.3,203.49,537.22
4.98,400,385.0,369.64,200.74,533.57
4.99,400,385.0,372.25,202.1,540.86
5.0,400,385.0,364.11,201.72,532.4
0.0,600,565.0,329.78,177.28,471.08
0.01,600,565.0,328.45,180.87,477.25
0.02,600,565.0,324.53,175.59,479.34
0.03,600,565.0,333.29,177.17,478.76
0.04,600,565.0,330.84,178.19,470.4
0.05,600,565.0,329.95,187.16,485.31
0.06,600,565.0,330.2,180.38,476.22
0.07,600,565.0,328.84,176.9,480.28
0.08,600,565.0,328.79,178.43,476.52
0.09,600,565.0,337.9,185.86,498.35
0.1,600,565.0,328.49,175.25,476.62
0.11,600,565.0,328.63,175.39,484.14
0.12,600,565.0,335.45,175.94,483.69
0.13,600,565.0,326.83,177.07,467.24
0.14,600,565.0,335.24,184.38,487.01
0.15,600,565.0,336.44,179.58,483.85
0.16,600,565.0,330.3,180.72,477.9
0.17,600,565.0,328.29,181.04,482.46
0.18,600,565.0,338.16,186.98,483.68
0.19,600,565.0,343.65,185.88,494.3
0.2,600,565.0,331.06,179.44,483.91
0.21,600,565.0,321.18,181.68,473.78
0.22,600,565.0,330.86,179.17,485.02
0.23,600,565.0,325.27,179.86,477.89
0.24,600,565.0,326.23,177.02,478.76
0.251,600,565.0,334.62,180.87,480.46
0.261,600,565.0,340.98,186.52,481.43
0.271,600,565.0,332.89,181.47,483.93
0.281,600,565.0,323.61,180.27,474.2
0.291,600,565.0,327.85,179.74,477.23
0.301,600,565.0,329.03,180.93,481.47
0.311,600,565.0,337.3,181.35,489.82
0.321,600,565.0,332.12,180.46,478.78
0.331,600,565.0,336.15,187.22,483.67
0.341,600,565.0,324.06,173.86,470.51
0.351,600,565.0,330.73,178.15,477.04
0.361,600,565.0,331.13,180.23,487.27
0.371,600,565.0,331.25,181.85,481.15
0.381,600,565.0,338.29,184.71,479.54
0.391,600,565.0,321.19,169.75,462.96
0.401,600,565.0,324.66,179.19,477.64
0.411,600,565.0,335.83,182.56,492.26
0.421,600,565.0,333.67,179.76,478.36
0.431,600,565.0,332.92,186.67,490.68
0.441,600,565.0,338.47,186.55,486.18
0.451,600,565.0,331.16,184.35,481.6
0.461,600,565.0,327.61,185.48,480.42
0.471,600,565.0,326.38,174.88,479.94
0.481,600,565.0,335.29,183.54,482.63
0.491,600,565.0,335.76,189.44,486.83
0.501,600,565.0,334.94,183.67,483.02
0.511,600,565.0,335.51,182.45,483.16
0.521,600,565.0,335.09,184.18,487.03
0.531,600,565.0,330.81,188.73,488.18
0.541,600,565.0,333.85,183.67,481.79
0.551,600,565.0,332.46,180.25,481.92
0.561,600,565.0,329.98,179.29,475.55
0.571,600,565.0,332.54,180.88,487.41
0.581,600,565.0,325.95,180.4,476.91
0.591,600,565.0,335.18,180.97,486.54
0.601,600,565.0,328.09,174.46,473.02
0.611,600,565.0,334.57,176.15,478.87
0.621,600,565.0,330.08,176.8,477.59
0.631,600,565.0,330.5,180.64,482.28
0.641,600,565.0,334.24,183.51,484.75
0.651,600,565.0,326.28,180.11,476.47
0.661,600,565.0,329.74,179.27,482.58
0.671,600,565.0,329.76,178.26,483.37
0.681,600,565.0,326.19,180.83,478.73
0.691,600,565.0,333.87,179.44,482.37
0.701,600,565.0,332.18,179.99,483.36
0.711,600,565.0,328.86,183.1,474.34
0.721,600,565.0,328.58,180.28,477.87
0.731,600,565.0,336.32,180.34,484.89
0.741,600,565.0,328.89,177.61,481.8
0.752,600,565.0,335.96,178.27,483.83
0.762,600,565.0,329.06,179.91,478.36
0.772,600,565.0,330.78,181.66,473.65
0.782,600,565.0,333.1,181.0,481.44
0.792,600,565.0,333.27,176.44,481.49
0.802,600,565.0,333.99,187.26,491.45
0.812,600,565.0,329.07,183.27,476.75
0.822,600,565.0,321.09,174.84,477.83
0.832,600,565.0,331.92,182.61,485.96
0.842,600,565.0,341.32,183.77,488.12
0.852,600,565.0,329.48,181.77,480.09
0.862,600,565.0,329.23,176.07,480.01
0.872,600,565.0,330.2,179.34,478.3
0.882,600,565.0,333.94,183.81,484.04
0.892,600,565.0,329.26,175.57,476.27
0.902,600,565.0,333.6,181.84,484.42
0.912,600,565.0,331.47,180.43,482.89
0.922,600,565.0,331.44,182.17,480.01
0.932,600,565.0,323.25,178.25,478.4
0.942,600,565.0,329.04,183.96,481.29
0.952,600,565.0,328.01,184.18,479.67
0.962,600,565.0,340.19,183.26,491.81
0.972,600,565.0,332.51,181.35,487.18
0.982,600,565.0,329.02,184.73,480.07
0.992,600,565.0,328.67,176.06,481.96
1.002,600,565.0,338.91,180.67,476.6
1.012,600,565.0,325.63,179.48,473.9
1.022,600,565.0,334.73,183.12,485.45
1.032,600,565.0,328.93,176.92,476.55
1.042,600,565.0,331.24,179.62,476.07
1.052,600,565.0,330.78,178.6,482.37
1.062,600,565.0,328.38,175.73,473.42
1.072,600,565.0,332.77,182.45,485.11
1.082,600,565.0,335.89,179.86,481.05
1.092,600,565.0,335.88,182.13,486.88
1.102,600,565.0,328.86,177.74,476.88
1.112,600,565.0,337.05,183.38,488.13
1.122,600,565.0,335.89,175.2,480.31
1.132,600,565.0,329.33,178.46,477.59
1.142,600,565.0,337.51,186.14,488.61
1.152,600,565.0,325.75,183.27,474.86
1.162,600,565.0,335.77,180.7,479.05
1.172,600,565.0,326.8,181.11,482.95
1.182,600,565.0,326.62,183.56,476.02
1.192,600,565.0,339.62,179.25,484.27
1.202,600,565.0,321.65,182.58,478.7
1.212,600,565.0,331.17,178.28,475.74
1.222,600,565.0,326.64,176.52,481.21
1.232,600,565.0,324.98,179.46,478.48
1.242,600,565.0,336.69,179.25,485.99
1.253,600,565.0,331.77,183.36,490.7
1.263,600,565.0,321.85,177.28,474.21
1.273,600,565.0,328.81,183.6,484.31
1.283,600,565.0,324.63,178.8,478.26
1.293,600,565.0,330.67,175.48,481.09
1.303,600,565.0,335.45,176.65,478.11
1.313,600,565.0,330.3,176.11,468.02
1.323,600,565.0,330.69,180.87,478.75
1.333,600,565.0,325.93,172.41,470.54
1.343,600,565.0,335.08,180.67,478.39
1.353,600,565.0,326.47,183.19,474.65
1.363,600,565.0,322.6,175.32,472.61
1.373,600,565.0,335.52,178.17,473.54
1.383,600,565.0,331.56,179.82,483.93
1.393,600,565.0,331.94,182.17,481.31
1.403,600,565.0,327.6,177.28,479.34
1.413,600,565.0,324.16,175.97,482.28
1.423,600,565.0,338.99,185.65,488.81
1.433,600,565.0,337.95,182.3,487.98
1.443,600,565.0,332.86,180.44,481.4
1.453,600,565.0,328.15,186.74,482.2
1.463,600,565.0,326.76,174.52,471.04
1.473,600,565.0,333.3,180.27,481.87
1.483,600,565.0,337.03,180.03,477.83
1.493,600,565.0,326.58,176.83,475.49
1.503,600,565.0,328.74,181.37,480.97
1.513,600,565.0,325.74,178.48,475.73
1.523,600,565.0,327.44,175.42,481.58
1.533,600,565.0,331.62,182.37,481.23
1.543,600,565.0,326.59,180.37,481.83
1.553,600,565.0,331.63,177.39,479.67
1.563,600,565.0,334.0,181.27,488.43
1.573,600,565.0,335.12,179.64,484.9
1.583,600,565.0,334.89,180.53,476.33
1.593,600,565.0,336.66,180.2,485.51
1.603,600,565.0,338.79,185.78,501.89
1.613,600,565.0,327.25,177.62,481.39
1.623,600,565.0,330.62,175.77,486.3
1.633,600,565.0,328.56,177.42,483.25
1.643,600,565.0,326.32,177.17,478.89
1.653,600,565.0,324.51,181.1,476.62
1.663,600,565.0,336.74,182.55,486.72
1.673,600,565.0,327.27,179.12,473.57
1.683,600,565.0,328.25,179.38,477.45
1.693,600,565.0,328.38,177.64,482.09
1.703,600,565.0,328.95,179.49,476.58
1.713,600,565.0,333.6,180.23,487.43
1.723,600,565.0,332.04,177.12,477.69
1.733,600,565.0,337.97,177.0,478.34
1.743,600,565.0,326.98,179.23,480.45
1.754,600,565.0,331.89,180.17,478.6
1.764,600,565.0,330.6,180.09,482.65
1.774,600,565.0,331.05,177.46,479.8
1.784,600,565.0,332.88,185.91,481.03
1.794,600,565.0,332.67,175.56,480.81
1.804,600,565.0,330.62,179.0,485.61
1.814,600,565.0,330.99,182.33,478.87
1.824,600,565.0,330.03,177.88,487.48
1.834,600,565.0,337.17,180.55,486.27
1.844,600,565.0,325.18,179.25,475.51
1.854,600,565.0,329.94,180.97,482.97
1.864,600,565.0,332.01,182.69,476.29
1.874,600,565.0,334.23,181.48,474.45
1.884,600,565.0,325.15,169.16,474.57
1.894,600,565.0,334.22,182.89,486.87
1.904,600,565.0,334.05,178.53,475.47
1.914,600,565.0,336.99,184.56,493.15
1.924,600,565.0,337.6,184.51,487.06
1.934,600,565.0,335.64,178.14,478.41
1.944,600,565.0,321.46,173.54,473.01
1.954,600,565.0,325.61,182.09,486.1
1.964,600,565.0,331.14,184.27,483.42
1.974,600,565.0,322.93,174.03,474.71
1.984,600,565.0,327.25,175.42,487.22
1.994,600,565.0,334.03,179.78,472.28
2.004,600,565.0,336.68,176.89,484.55
2.014,600,565.0,330.5,184.03,488.4
2.024,600,565.0,340.9,182.57,485.81
2.034,600,565.0,329.76,179.62,477.97
2.044,600,565.0,331.23,177.5,474.22
2.054,600,565.0,331.71,180.64,485.46
2.064,600,565.0,328.09,181.5,474.78
2.074,600,565.0,333.05,182.15,481.69
2.084,600,565.0,324.02,178.22,474.27
2.094,600,565.0,328.11,174.71,481.35
2.104,600,565.0,331.87,186.64,478.34
2.114,600,565.0,330.34,178.3,482.03
2.124,600,565.0,334.1,177.33,488.21
2.134,600,565.0,331.51,179.53,476.35
2.144,600,565.0,331.39,177.9,482.8
2.154,600,565.0,332.36,175.11,474.14
2.164,600,565.0,337.11,180.56,486.2
2.174,600,565.0,324.74,178.81,482.92
2.184,600,565.0,325.1,172.62,479.47
2.194,600,565.0,331.53,181.89,481.48
2.204,600,565.0,336.15,178.33,484.94
2.214,600,565.0,334.35,175.31,485.32
2.224,600,565.0,320.79,180.62,482.36
2.234,600,565.0,325.93,178.47,476.57
2.244,600,565.0,331.54,175.21,479.09
2.255,600,565.0,335.93,183.67,490.37
2.265,600,565.0,323.35,185.2,476.5
2.275,600,565.0,329.41,176.96,472.76
2.285,600,565.0,324.42,176.01,480.5
2.295,600,565.0,329.65,184.0,482.91
2.305,600,565.0,324.41,177.6,482.13
2.315,600,565.0,333.39,177.62,471.82
2.325,600,565.0,332.87,177.28,479.44
2.335,600,565.0,330.85,184.41,488.06
2.345,600,565.0,327.42,182.27,486.28
2.355,600,565.0,338.57,182.46,484.76
2.365,600,565.0,320.08,179.63,467.28
2.375,600,565.0,324.4,178.7,475.61
2.385,600,565.0,331.47,181.85,477.99
2.395,600,565.0,331.99,170.15,477.51
2.405,600,565.0,332.22,181.53,481.68
2.415,600,565.0,333.55,180.06,481.55
2.425,600,565.0,325.66,177.09,479.28
2.435,600,565.0,327.26,177.12,475.16
2.445,600,565.0,333.54,179.15,485.87
2.455,600,565.0,334.4,183.9,481.0
2.465,600,565.0,331.91,178.13,485.96
2.475,600,565.0,326.46,182.23,472.11
2.485,600,565.0,330.75,180.48,478.95
2.495,600,565.0,321.64,182.16,469.08
2.505,600,565.0,329.25,179.97,477.89
2.515,600,565.0,323.38,172.06,470.91
2.525,600,565.0,331.16,182.79,491.54
2.535,600,565.0,339.0,181.7,490.17
2.545,600,565.0,331.85,179.59,480.39
2.555,600,565.0,320.57,174.18,467.53
2.565,600,565.0,327.71,175.37,480.26
2.575,600,565.0,327.83,177.4,480.69
2.585,600,565.0,328.68,171.73,481.28
2.595,600,565.0,327.7,176.07,477.59
2.605,600,565.0,327.44,177.44,478.05
2.615,600,565.0,331.89,179.05,479.44
2.625,600,565.0,324.35,179.52,477.37
2.635,600,565.0,337.09,188.71,494.22
2.645,600,565.0,328.38,180.08,485.2
2.655,600,565.0,333.72,179.13,480.95
